"IB8A";"QW1A";"LU13TRUU";"LU35TRUU";"LU57TRUU";"LU71TRUU";"LU10TRUU";"LU3ATRUU";"LU2ATRUU";"LU1ATRUU";"LUBATRUU";"LUATTRUU";"LUACTRUU"
142.12;142.3656;190.79;208.82;217.12;233.12;272.37;220.03;238.66;236.31;246.56;1404.05;1524.98
142.31;142.5807;190.84;208.99;217.33;233.43;273.15;220.26;238.93;236.62;246.94;1405.73;1527.14
142.53;142.7277;190.86;209.03;217.41;233.56;273.51;220.35;239.09;236.8;247.11;1406.37;1528.17
142.41;142.6387;190.77;208.85;217.24;233.35;273.09;220.17;238.84;236.56;246.78;1404.94;1526.39
142.04;142.2972;190.71;208.71;217.09;233.14;272.7;220.02;238.62;236.32;246.57;1403.67;1524.93
142.14;142.4308;190.87;209.07;217.53;233.76;274.38;220.5;239.31;237.03;247.44;1407.76;1529.77
142.25;142.5254;190.98;209.4;217.95;234.45;276.28;221;240;237.84;248.28;1411.92;1534.96
142.49;142.7586;191.16;209.74;218.32;235.01;277.8;221.44;240.61;238.55;249.07;1415.43;1539.4
142.77;143.0315;191.11;209.55;218.07;234.61;276.89;221.17;240.25;238.13;248.66;1413.25;1536.73
142.58;142.8731;191.1;209.52;218.04;234.63;277.09;221.19;240.26;238.12;248.59;1413.59;1536.54
142.76;143.0655;191.08;209.42;217.89;234.41;276.68;221.04;240.05;237.91;248.38;1412.71;1535.25
142.57;142.8122;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
142.64;142.9299;191.33;209.85;218.35;234.89;276.8;221.45;240.4;238.22;248.66;1414.94;1537.22
143.31;143.4314;191.44;210.06;218.65;235.29;277.13;221.72;240.64;238.47;248.96;1416.12;1538.89
143.4;143.5035;191.45;210.13;218.77;235.42;277.15;221.8;240.66;238.51;249;1416.09;1539.14
143.44;143.5992;191.37;210.01;218.68;235.35;276.57;221.71;240.42;238.21;248.68;1414.31;1537.15
143.42;143.6546;191.45;210.15;218.84;235.52;276.74;221.85;240.55;238.34;248.78;1414.92;1537.93
143.11;143.4337;191.34;209.81;218.37;234.8;275.38;221.35;240.03;237.72;248.08;1411.68;1533.94
142.95;143.2993;191.25;209.62;218.13;234.5;274.57;221.12;239.64;237.29;247.64;1409.47;1531.24
143.24;143.6001;191.42;210.01;218.64;235.25;276.09;221.66;240.29;238.02;248.43;1413.3;1535.96
143.24;143.596;191.63;210.38;219.14;236.05;278.03;222.26;241.03;238.78;249.41;1418.07;1541.22
143.18;143.5749;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
143.32;143.702;191.73;210.55;219.32;236.29;278.59;222.45;241.32;239.08;249.74;1419.73;1543.1
143.2;143.6083;191.75;210.57;219.3;236.22;278.3;222.42;241.3;239.01;249.58;1419.23;1542.41
142.63;143.0119;191.64;210.33;219.03;235.83;277.59;222.13;240.9;238.6;249.28;1416.88;1540
142.45;142.7927;191.71;210.48;219.25;236.2;278.18;222.37;241.14;238.86;249.63;1418.11;1541.86
142.34;142.6936;191.81;210.62;219.42;236.34;278.34;222.5;241.33;239.02;249.81;1419.02;1542.93
142.49;142.8105;191.76;210.47;219.24;235.96;277.4;222.25;240.99;238.64;249.45;1416.97;1540.59
142.05;142.3305;191.54;209.89;218.53;234.89;275.02;221.45;240;237.55;248.36;1410.83;1533.8
141.68;141.8864;191.45;209.64;218.17;234.33;273.71;221.05;239.49;237;247.76;1407.84;1530.33
141.62;141.838;191.48;209.75;218.34;234.63;274.42;221.25;239.73;237.28;248.13;1409.06;1532.35
141.69;141.9983;191.47;209.66;218.23;234.43;273.8;221.11;239.49;237.02;247.86;1407.74;1530.75
141.8;142.0916;191.47;209.67;218.24;234.53;274.41;221.18;239.63;237.23;248.06;1408.5;1532.02
141.34;141.6839;191.31;209.31;217.85;234.02;273.68;220.79;239.27;236.83;247.58;1406.05;1529.34
141.35;141.7239;191.32;209.33;217.89;234.07;274.06;220.84;239.36;236.94;247.7;1406.47;1530.05
141.65;142.0355;191.35;209.4;218.01;234.38;275.62;221.08;239.72;237.43;248.25;1408.93;1533.08
141.68;142.0555;191.34;209.38;218.03;234.42;275.94;221.11;239.74;237.5;248.33;1409.15;1533.41
141.27;141.8302;191.39;209.37;217.98;234.28;274.89;221.03;239.53;237.15;247.82;1407.72;1531.02
141.43;141.9984;191.3;209.23;217.78;234.01;274.16;220.82;239.21;236.8;247.48;1405.81;1528.79
141.61;142.1999;191.29;209.3;217.89;234.29;275.16;220.99;239.47;237.14;247.95;1407.06;1531.18
141.78;142.3638;191.22;209.05;217.61;233.88;274.19;220.68;239.1;236.66;247.49;1404.7;1528.22
141.44;142.0467;191.31;209.17;217.73;233.94;274.09;220.76;239.14;236.71;247.61;1405.28;1528.76
141.61;142.1975;191.29;209;217.51;233.57;273.35;220.5;238.92;236.46;247.28;1403.56;1527.1
141.63;142.1004;191.3;209.07;217.63;233.79;273.94;220.64;239.13;236.7;247.6;1404.34;1528.91
141.56;142.0238;191.36;209.18;217.82;234.05;274.23;220.8;239.33;236.91;247.82;1405.14;1530.27
141.98;142.4118;191.48;209.57;218.34;234.95;276.09;221.42;239.98;237.69;248.71;1409.11;1535.28
142.16;142.5816;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
142.12;142.5376;191.46;209.48;218.23;234.77;275.83;221.29;239.85;237.55;248.63;1408.14;1534.49
142.25;142.7146;191.54;209.65;218.48;235.26;277.06;221.61;240.27;238.06;249.25;1410.53;1537.82
141.81;142.2607;191.43;209.4;218.2;234.96;276.48;221.36;239.87;237.67;249.02;1408.01;1535.32
141.72;142.1845;191.48;209.46;218.31;235.15;276.51;221.47;239.87;237.68;249.06;1408.04;1535.38
141.44;141.9284;191.52;209.45;218.29;234.99;275.88;221.38;239.73;237.51;248.89;1406.88;1534.2
141.78;142.3026;191.7;209.8;218.75;235.56;277.25;221.83;240.42;238.22;249.63;1410.55;1538.94
141.5;142.0675;191.66;209.61;218.4;234.92;275.69;221.42;239.94;237.62;248.98;1407.84;1535.22
140.97;141.5661;191.6;209.3;217.93;234.17;274.09;220.92;239.41;236.97;248.17;1404.68;1531.12
140.76;141.4283;191.53;209.06;217.62;233.69;272.71;220.58;238.93;236.39;247.5;1401.65;1527.44
140.95;141.6418;191.52;208.81;217.21;233.01;270.95;220.13;238.4;235.73;246.64;1398.54;1523.22
140.81;141.5103;191.53;208.81;217.21;233.03;270.96;220.15;238.4;235.72;246.57;1398.78;1523.27
140.46;141.1287;191.6;208.88;217.31;233.09;270.8;220.21;238.47;235.74;246.55;1398.97;1523.47
140.43;141.0701;191.62;208.96;217.46;233.33;271.05;220.35;238.56;235.84;246.72;1399.55;1524.16
140.09;140.708;191.59;208.83;217.29;233.02;270.49;220.15;238.34;235.58;246.47;1398.24;1522.49
140.06;140.6974;191.63;208.78;217.19;232.8;269.96;220.02;238.25;235.43;246.3;1397.52;1521.61
140.4;141.0059;191.93;209.48;218.07;234.03;271.9;220.91;239.21;236.48;247.45;1403.28;1528.42
140.27;140.875;191.91;209.38;217.8;233.61;270.81;220.63;238.88;236.09;247.04;1401.37;1525.95
140.41;141.0463;192.21;210.05;218.66;234.78;272.84;221.47;239.88;237.22;248.29;1407.38;1533.22
140.14;140.7618;192.19;209.91;218.44;234.41;272.1;221.23;239.63;236.93;247.95;1405.8;1531.29
140.44;141.0521;192.27;210.1;218.69;234.81;272.81;221.53;239.93;237.28;248.34;1407.48;1533.61
140.32;140.9563;192.04;209.57;218.08;233.9;271.35;220.86;239.2;236.47;247.45;1403.05;1528.42
140.56;141.2016;192.03;209.65;218.25;234.17;271.81;221.03;239.31;236.62;247.63;1403.84;1529.39
140.41;141.0137;191.97;209.44;217.97;233.77;270.98;220.76;238.94;236.2;247.11;1401.79;1526.64
140.67;141.2619;192.19;209.95;218.6;234.65;272.65;221.41;239.71;237;247.97;1406.51;1531.93
140.77;141.3482;192.21;209.86;218.5;234.44;271.85;221.27;239.5;236.73;247.61;1405.06;1530.15
139.97;140.5706;191.99;209.29;217.8;233.46;269.88;220.56;238.63;235.75;246.5;1399.88;1523.83
139.74;140.3699;191.96;209.15;217.58;233.05;268.62;220.28;238.24;235.24;245.96;1397.82;1520.68
139.67;140.2907;191.87;208.89;217.16;232.43;267.33;219.86;237.75;234.65;245.35;1394.92;1516.95
139.69;140.2795;191.93;208.97;217.26;232.55;267.29;219.95;237.79;234.67;245.43;1395.33;1517.25
139.26;139.8713;191.89;208.86;217.11;232.32;267.13;219.8;237.66;234.54;245.3;1394.55;1516.51
139.21;139.7247;192.01;209.04;217.26;232.49;267.03;219.94;237.8;234.66;245.37;1395.15;1517.26
139.2;139.5495;192.14;209.36;217.66;233.06;267.66;220.33;238.22;235.09;245.79;1397.34;1520.12
139.09;139.3312;192.07;209.12;217.32;232.51;265.95;219.93;237.66;234.4;245;1394.08;1515.79
139.08;139.2637;191.92;208.68;216.74;231.62;263.99;219.29;236.91;233.53;243.98;1389.66;1510.19
138.97;139.2826;191.97;208.73;216.78;231.65;264.14;219.33;237.03;233.63;244.13;1390.28;1510.97
139.15;139.4966;192.06;208.96;217.09;232.09;265.04;219.65;237.42;234.06;244.64;1392.45;1513.81
139.07;139.4613;191.99;208.74;216.77;231.58;263.82;219.29;236.96;233.53;244.05;1389.67;1510.35
138.54;138.8805;191.89;208.38;216.23;230.81;262.3;218.78;236.23;232.77;243.22;1386.16;1505.43
138.62;138.9465;192.35;209.22;217.19;232.12;263.93;219.75;237.33;233.87;244.46;1391.85;1512.74
138.71;139.0005;192.32;209.06;216.92;231.65;262.37;219.4;236.86;233.29;243.88;1388.81;1509.12
138.9;139.1926;192.28;208.97;216.81;231.5;262.42;219.3;236.8;233.26;243.92;1388.42;1508.98
138.85;139.1087;192.27;209.07;217.03;231.97;263.47;219.59;237.05;233.62;244.34;1389.96;1511.37
138.9;139.164;192.41;209.35;217.37;232.41;264.62;219.94;237.5;234.18;244.96;1392.48;1514.9
138.46;138.7471;192.26;208.85;216.7;231.39;262.36;219.21;236.63;233.19;243.86;1387.29;1508.47
138.45;138.7718;192.13;208.6;216.35;230.93;261.75;218.88;236.26;232.82;243.49;1385.09;1506.16
138.58;138.8594;192.38;209.04;216.85;231.46;261.95;219.3;236.7;233.17;243.89;1387.39;1508.64
138.81;139.0876;192.59;209.39;217.22;231.92;262.63;219.67;237.03;233.64;244.56;1389.58;1511.94
138.8;139.055;192.46;209.03;216.78;231.3;261.87;219.2;236.65;233.28;244.24;1386.85;1509.73
138.69;138.8956;192.41;208.82;216.47;230.8;260.96;218.85;236.31;232.9;243.85;1384.69;1507.37
138.48;138.6875;192.34;208.74;216.41;230.82;261.09;218.83;236.29;232.88;243.85;1384.39;1507.34
138.74;138.9091;192.48;209.07;216.85;231.46;262.21;219.3;236.78;233.4;244.42;1387.35;1510.68
138.66;138.8435;192.47;209;216.81;231.41;262.47;219.26;236.79;233.49;244.5;1387.32;1511.13
138.59;138.806;192.49;209.03;216.8;231.38;262.26;219.26;236.75;233.4;244.38;1387.18;1510.57
138.82;139.0029;192.45;208.98;216.76;231.39;262.43;219.25;236.75;233.41;244.41;1387.19;1510.64
138.34;138.5279;192.47;208.9;216.62;231.07;261.51;219.05;236.49;233.1;244.04;1385.75;1508.66
138.37;138.5351;192.46;208.67;216.22;230.38;259.68;218.6;235.93;232.33;243.1;1382.68;1503.74
138.84;138.9745;192.62;208.99;216.61;230.88;260.47;219;236.42;232.78;243.44;1385.47;1506.65
139.12;139.3179;192.77;209.36;217.1;231.59;261.78;219.52;236.99;233.38;244.17;1388.89;1510.52
138.51;138.5994;192.7;209.08;216.71;230.97;260.25;219.09;236.45;232.74;243.31;1386.1;1506.26
139.06;139.1736;192.85;209.57;217.35;231.94;262.65;219.82;237.3;233.7;244.41;1391.55;1512.44
139.28;139.3912;192.81;209.54;217.36;232;263.72;219.87;237.51;234.07;244.87;1392.91;1514.72
139.74;139.883;192.94;209.74;217.56;232.2;263.86;220.05;237.74;234.28;244.99;1394.33;1515.97
139.59;139.7512;192.88;209.57;217.34;231.92;263.27;219.84;237.41;233.95;244.62;1392.73;1513.9
139.82;140.095;193;209.78;217.59;232.2;263.76;220.1;237.71;234.27;244.77;1394.78;1515.61
139.96;140.2127;192.95;209.56;217.28;231.83;262.78;219.8;237.34;233.76;244.32;1392.5;1512.58
139.93;140.158;193.04;209.77;217.55;232.2;263.33;220.06;237.66;234.09;244.79;1393.89;1515.07
139.93;140.1522;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
139.54;139.7811;193.02;209.59;217.31;231.85;262.59;219.83;237.43;233.77;244.2;1392.47;1512.57
139.27;139.5463;192.85;209.28;216.96;231.41;261.83;219.48;237.02;233.34;243.58;1390.04;1509.39
139.02;139.3249;192.9;209.38;217.08;231.6;262.08;219.63;237.12;233.45;243.74;1390.7;1510.11
139.54;139.8101;193.33;210.38;218.34;233.32;265.25;220.92;238.59;235.1;245.58;1399.22;1520.82
139.27;139.5799;193.23;210.13;218.08;233.03;264.99;220.69;238.32;234.85;245.28;1397.63;1518.97
138.92;139.2587;193.2;210.18;218.17;233.16;265.56;220.8;238.47;235.01;245.37;1398.82;1519.86
138.93;139.3116;193.14;210;217.94;232.84;265.17;220.57;238.24;234.8;245.11;1397.56;1518.41
139.37;139.778;193.23;210.2;218.21;233.26;266.12;220.89;238.6;235.23;245.51;1399.9;1520.94
139.51;139.925;193.23;210.22;218.24;233.39;266.78;220.99;238.77;235.45;245.69;1400.81;1522.23
139.74;140.1436;193.26;210.22;218.24;233.38;266.84;220.99;238.82;235.52;245.67;1401.05;1522.51
140.05;140.5535;193.33;210.41;218.47;233.7;267.37;221.24;239.1;235.79;245.88;1402.93;1524.13
139.69;140.2914;193.03;209.71;217.6;232.56;265.06;220.38;238;234.54;244.44;1396.92;1515.82
139.2;139.8602;192.93;209.39;217.17;231.93;263.61;219.94;237.46;233.69;243.64;1393.94;1510.87
139.33;139.9988;192.89;209.22;216.93;231.64;262.72;219.71;237.13;233.31;243.22;1392.02;1508.4
139.08;139.7691;192.88;209.17;216.85;231.53;262.44;219.63;237.01;233.18;243.08;1391.38;1507.62
138.82;139.5587;192.86;209.07;216.73;231.34;262.15;219.51;236.89;233.01;242.88;1390.8;1506.56
138.68;139.4439;192.88;209.08;216.73;231.32;262.14;219.52;236.89;232.95;242.81;1390.92;1506.18
138.31;139.0993;192.78;208.75;216.28;230.71;261.08;219.08;236.42;232.42;242.14;1388.4;1502.65
138;138.8999;192.72;208.52;215.95;230.2;260.3;218.74;236.09;232.05;241.69;1386.61;1500.15
137.85;138.8387;192.78;208.55;215.94;230.12;260.01;218.71;236.07;232;241.59;1386.54;1499.74
137.94;138.9342;192.86;208.81;216.26;230.64;260.95;219.08;236.43;232.41;242.07;1388.61;1502.48
137.93;138.8954;192.78;208.59;215.99;230.23;259.97;218.77;236.04;231.93;241.69;1386.27;1499.52
138.36;139.2135;193.03;209.1;216.59;230.98;261.05;219.35;236.63;232.6;242.54;1389.7;1504.11
138.33;139.1608;193.23;209.61;217.24;231.8;263.28;219.98;237.41;233.67;243.97;1394.47;1511.29
138.29;139.0933;193.27;209.62;217.2;231.71;263.12;219.94;237.4;233.66;244.03;1394.22;1511.1
138.44;139.2095;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
137.97;138.7456;193.09;209.09;216.52;230.71;261.33;219.21;236.61;232.8;243.1;1389.58;1505.56
138.09;138.889;193.2;209.38;216.93;231.29;262.49;219.63;237.1;233.33;243.69;1392.39;1508.96
138.54;139.2959;193.37;209.81;217.49;232.08;264.12;220.22;237.77;234.12;244.66;1396.11;1513.98
138.37;139.1141;193.44;209.9;217.6;232.22;264.39;220.33;237.91;234.28;244.85;1396.87;1514.99
138.77;139.4613;193.53;210.11;217.87;232.57;265.15;220.6;238.27;234.68;245.27;1398.88;1517.56
138.46;139.1234;193.54;210.1;217.88;232.59;265.37;220.62;238.34;234.75;245.33;1399.09;1517.88
138.84;139.5522;193.71;210.35;218.17;232.9;265.84;220.9;238.72;235.09;245.57;1401.28;1519.93
139.28;139.9532;193.83;210.52;218.32;233.06;265.81;221.05;238.89;235.16;245.53;1402.34;1520.24
139.23;139.8935;193.83;210.5;218.29;233.02;265.99;221.05;238.88;235.15;245.53;1402.45;1520.14
139.07;139.7673;193.64;210.06;217.74;232.28;264.42;220.47;238.16;234.39;244.73;1398.24;1515.17
139.29;139.9776;193.92;210.73;218.58;233.43;266.37;221.32;239.11;235.43;245.96;1403.56;1522.12
139.36;140.0199;194.11;211.1;219.03;233.97;267.25;221.75;239.6;235.97;246.57;1406.13;1525.67
139.7;140.3194;194.11;211.03;218.95;233.82;266.74;221.63;239.47;235.76;246.35;1405.28;1524.34
139.69;140.3165;194.18;211.11;219.05;233.96;266.89;221.74;239.57;235.88;246.52;1405.63;1525.16
139.67;140.2766;194.12;210.97;218.88;233.75;266.24;221.56;239.34;235.61;246.17;1404.28;1523.35
139.47;140.0897;194.29;211.29;219.28;234.28;267.02;221.96;239.79;236.09;246.62;1406.57;1526.34
139.81;140.3516;194.34;211.35;219.36;234.38;266.93;222.02;239.81;236.15;246.76;1406.58;1526.82
140.07;140.6199;194.6;211.9;220.02;235.28;268.55;222.7;240.61;237.04;247.74;1410.84;1532.71
140.16;140.6949;194.73;212.08;220.17;235.46;268.65;222.87;240.76;237.16;247.81;1411.74;1533.37
140.11;140.6224;194.76;212.18;220.3;235.67;268.74;223;240.86;237.27;247.88;1412.07;1533.96
140.08;140.5867;194.81;212.34;220.5;236.01;269.35;223.23;241.15;237.57;248.19;1413.52;1535.84
139.77;140.2612;194.77;212.28;220.49;236.1;269.82;223.26;241.24;237.72;248.38;1414.02;1536.79
140.28;140.8405;195.01;212.76;221.08;236.94;271.21;223.89;241.93;238.43;249.19;1418.08;1541.46
140.41;140.8942;194.99;212.62;220.93;236.64;270.99;223.7;241.78;238.32;249.05;1417.15;1540.59
140.5;140.9372;195.13;212.78;221.11;236.82;270.65;223.85;241.89;238.34;248.97;1417.53;1540.59
140.27;140.6894;195.15;212.8;221.13;236.85;270.18;223.85;241.79;238.18;248.82;1416.87;1539.64
140.29;140.7238;195.13;212.77;221.08;236.79;269.93;223.78;241.73;238.12;248.86;1416.47;1539.32
139.94;140.3735;195.02;212.47;220.72;236.28;269.13;223.41;241.29;237.65;248.39;1413.99;1536.28
139.78;140.2058;194.95;212.24;220.45;235.85;268.57;223.11;240.98;237.32;248.26;1412.21;1534.66
140.05;140.4599;195.2;212.83;221.21;236.94;270.63;223.91;241.94;238.35;249.33;1417.22;1541.21
140.37;140.7707;195.44;213.39;221.9;237.9;272.12;224.61;242.73;239.18;250.24;1421.49;1546.6
140.49;140.8836;195.43;213.38;221.9;237.91;272.31;224.61;242.82;239.29;250.34;1421.46;1547.19
140.61;141.0416;195.55;213.65;222.21;238.38;273.16;224.94;243.27;239.77;250.85;1423.72;1550.36
140.94;141.3699;195.65;213.81;222.41;238.64;273.64;225.14;243.54;240.08;251.17;1425.11;1552.3
141.53;141.916;195.67;213.85;222.48;238.69;274.02;225.19;243.68;240.26;251.36;1425.69;1553.37
141.37;141.7612;195.68;213.81;222.41;238.6;274.04;225.14;243.66;240.26;251.35;1425.65;1553.28
141.5;141.9409;195.68;213.85;222.49;238.7;274.38;225.21;243.79;240.41;251.5;1426.22;1554.21
141.67;142.0854;195.78;213.99;222.65;238.9;274.71;225.37;243.99;240.62;251.74;1427.4;1555.6
141.7;142.1057;195.81;213.99;222.64;238.87;274.72;225.37;243.98;240.63;251.74;1427.41;1555.59
141.4;141.7731;195.89;214.08;222.76;239;274.98;225.48;244.13;240.79;251.91;1428.14;1556.63
141.68;142.0471;196.01;214.29;222.98;239.26;275.45;225.7;244.43;241.07;252.31;1429.73;1558.68
141.97;142.3407;196.18;214.58;223.33;239.71;276.47;226.07;244.87;241.65;252.8;1432.46;1561.94
142.1;142.5353;196.25;214.75;223.5;239.88;276.7;226.23;244.99;241.78;252.95;1433.25;1562.79
142.08;142.508;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
141.78;142.1921;196.25;214.61;223.31;239.52;275.27;225.98;244.53;241.21;252.37;1430.48;1559.23
141.4;141.8256;196.21;214.51;223.19;239.32;274.73;225.84;244.33;240.97;252.09;1429.17;1557.71
141.55;142.0095;196.23;214.6;223.32;239.49;275.14;225.96;244.49;241.18;252.28;1429.97;1558.93
141.75;142.2549;196.34;214.81;223.61;239.85;275.69;226.23;244.81;241.49;252.61;1431.76;1560.89
141.58;142.1718;196.3;214.67;223.41;239.54;275.06;226.02;244.57;241.22;252.25;1430.29;1559
141.37;141.9391;196.38;214.87;223.66;239.88;276.15;226.29;244.98;241.69;252.82;1432.54;1562.16
141.68;142.2465;196.45;214.96;223.73;239.94;276.42;226.36;245.16;241.89;252.98;1433.38;1563.29
141.7;142.3113;196.37;214.75;223.47;239.58;275.87;226.11;244.81;241.56;252.68;1431.6;1561.24
141.85;142.4631;196.32;214.62;223.36;239.46;275.99;226;244.75;241.6;252.81;1431.1;1561.59
141.38;142.0493;196.34;214.6;223.34;239.38;275.72;225.95;244.68;241.54;252.7;1430.59;1561.09
141.77;142.4618;196.61;215.21;224.04;240.38;277.74;226.7;245.62;242.56;253.78;1436.18;1567.61
141.86;142.5517;196.62;215.26;224.12;240.51;278.13;226.79;245.74;242.73;253.94;1436.72;1568.56
141.92;142.6227;196.97;215.96;224.9;241.65;280.11;227.64;246.83;243.84;255.04;1442.76;1575.76
142.58;143.3016;197.13;216.32;225.28;242.23;281.45;228.07;247.48;244.57;255.68;1446.4;1579.97
142.92;143.6052;197.29;216.65;225.68;242.83;282.85;228.51;248.09;245.27;256.47;1449.68;1584.44
142.94;143.651;197.2;216.46;225.48;242.43;282.44;228.26;247.8;245;256.23;1448.08;1582.73
142.82;143.5122;197.24;216.43;225.46;242.29;282.07;228.18;247.76;244.91;256.14;1447.63;1582.29
142.68;143.3567;197.21;216.3;225.31;241.96;281.13;227.97;247.45;244.53;255.65;1445.9;1579.77
142.57;143.2101;197.23;216.22;225.22;241.82;281.24;227.9;247.41;244.56;255.66;1445.76;1579.83
142.8;143.4431;197.38;216.45;225.45;242.09;281.42;228.13;247.66;244.78;255.75;1447.3;1580.95
142.47;143.0727;197.41;216.53;225.54;242.28;281.66;228.24;247.78;244.91;255.88;1447.7;1581.78
142.8;143.4084;197.64;217.01;226.1;243.06;282.81;228.81;248.5;245.63;256.62;1451.5;1586.4
142.71;143.2565;197.5;216.7;225.76;242.58;281.63;228.43;247.98;245.07;256;1448.23;1582.76
142.52;143.0528;197.24;216.02;224.96;241.36;279.24;227.57;246.88;243.86;254.68;1441.94;1574.94
142.44;143.0276;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A
142.05;142.6235;197.11;215.65;224.52;240.68;278.05;227.1;246.32;243.24;254.09;1438.84;1571.19
142.11;142.6791;196.99;215.39;224.22;240.22;277.05;226.77;245.87;242.69;253.55;1436.25;1567.8
142.19;142.7619;197.06;215.5;224.37;240.43;277.26;226.91;246.01;242.88;253.77;1436.96;1569
142.01;142.5467;197.02;215.38;224.23;240.2;276.6;226.73;245.75;242.64;253.48;1435.27;1567.3
142.06;142.598;197.14;215.66;224.59;240.7;277.3;227.08;246.1;243;253.99;1437.06;1569.9
142.31;142.8794;197.22;215.81;224.76;240.96;277.67;227.26;246.3;243.23;254.26;1438.14;1571.42
142.22;142.7474;197.24;215.9;224.89;241.19;278.23;227.41;246.51;243.47;254.58;1439;1573.07
142.01;142.4943;197.23;215.8;224.71;240.91;277.84;227.23;246.33;243.28;254.47;1437.98;1572.04
142.06;142.5694;197.24;215.81;224.76;241.01;278.02;227.29;246.37;243.36;254.56;1438.15;1572.53
141.8;142.2984;197.19;215.61;224.5;240.55;276.82;226.98;245.93;242.85;253.96;1435.65;1569.22
141.84;142.3317;197.2;215.62;224.53;240.59;276.98;227;245.99;242.92;254.11;1435.82;1569.82
141.8;142.2846;197.36;216;225;241.27;278.5;227.5;246.63;243.67;254.91;1439.41;1574.55
141.99;142.4799;197.57;216.46;225.56;242.1;280.27;228.1;247.42;244.55;255.92;1443.68;1580.2
142.38;142.8977;197.78;216.82;225.96;242.67;281.66;228.54;248.07;245.28;256.68;1447.18;1584.73
142.61;143.1002;197.83;216.88;226.05;242.79;282.07;228.64;248.28;245.52;256.87;1447.93;1586.18
143.1;143.6147;198.07;217.42;226.67;243.69;284.14;229.31;249.18;246.57;257.92;1453.1;1592.61
143.51;143.9945;198.26;217.81;227.1;244.31;285.51;229.77;249.83;247.3;258.79;1456.58;1597.44
143.31;143.6279;198.19;217.63;226.91;243.96;284.55;229.52;249.44;246.86;258.36;1454.39;1594.77
143.08;143.3861;197.75;216.7;225.86;242.46;281.63;228.42;247.96;245.28;256.7;1446;1584.66
142.92;143.224;197.84;216.84;226.06;242.72;282.18;228.61;248.15;245.56;257.1;1447.1;1586.69
143.35;143.6709;198.03;217.27;226.55;243.45;283.58;229.12;248.84;246.31;258.01;1450.62;1591.74
143.15;143.4818;198.13;217.5;226.84;243.86;284.42;229.42;249.23;246.73;258.41;1452.77;1594.25
143.34;143.6516;198.13;217.51;226.9;243.98;284.55;229.47;249.3;246.83;258.56;1453.03;1595.03
143.64;143.9303;198.26;217.82;227.23;244.49;285.77;229.84;249.84;247.43;259.25;1455.67;1598.88
143.48;143.7762;198.25;217.74;227.12;244.29;285.39;229.73;249.62;247.23;258.93;1454.88;1597.27
143.61;143.9401;198.37;218.01;227.48;244.85;286.76;230.11;250.22;247.9;259.72;1457.73;1601.71
